,day,year,DIN,Temp,po4,sio4,Date,month
622,257,2012,5.97425578,17.51517991,0.413002687,3.405152367,9/13/2012,9
623,258,2012,6.039673548,17.45494707,0.41558622,3.448761708,9/14/2012,9
624,259,2012,6.105935646,17.39248539,0.418143459,3.49285773,9/15/2012,9
625,260,2012,6.173034715,17.32782397,0.420673945,3.537436264,9/16/2012,9
626,261,2012,6.240963398,17.26099191,0.423177221,3.582493138,9/17/2012,9
627,262,2012,6.309714333,17.1920196,0.425652849,3.628024127,9/18/2012,9
628,263,2012,6.379280148,17.12094263,0.428100474,3.674024776,9/19/2012,9
629,264,2012,6.449653469,17.04779912,0.430519783,3.720490518,9/20/2012,9
630,265,2012,6.520826919,16.97263209,0.432910544,3.767416567,9/21/2012,9
631,266,2012,6.592793123,16.89548582,0.435272548,3.81479808,9/22/2012,9
632,267,2012,6.665544706,16.81640454,0.437605583,3.862630215,9/23/2012,9
633,268,2012,6.739074293,16.73543254,0.439909438,3.91090813,9/24/2012,9
634,269,2012,6.813374375,16.65261507,0.442183925,3.959626931,9/25/2012,9
635,270,2012,6.88843679,16.56800148,0.444428953,4.008781473,9/26/2012,9
636,271,2012,6.96425272,16.4816421,0.446644537,4.05836636,9/27/2012,9
637,272,2012,7.040813222,16.39358727,0.448830709,4.108376149,9/28/2012,9
638,273,2012,7.118109227,16.30388734,0.450987522,4.158805347,9/29/2012,9
639,274,2012,7.196131178,16.21259265,0.453115111,4.209648276,9/30/2012,9
640,275,2012,7.274869393,16.11975354,0.455213628,4.26089921,10/1/2012,10
641,276,2012,7.35431419,16.02542036,0.457283225,4.312552426,10/2/2012,10
642,277,2012,7.434455889,15.92964344,0.459324057,4.364602199,10/3/2012,10
643,278,2012,7.515284807,15.83247314,0.461336276,4.417042802,10/4/2012,10
644,279,2012,7.596791264,15.73395978,0.463320036,4.469868511,10/5/2012,10
645,280,2012,7.678965579,15.63415372,0.465275489,4.523073602,10/6/2012,10
646,281,2012,7.761798069,15.5331053,0.467202788,4.576652349,10/7/2012,10
647,282,2012,7.845279055,15.43086486,0.469102088,4.630599027,10/8/2012,10
648,283,2012,7.929398853,15.32748274,0.47097354,4.684907911,10/9/2012,10
649,284,2012,8.014147784,15.22300928,0.472817297,4.739573277,10/10/2012,10
650,285,2012,8.099516165,15.11749483,0.474633514,4.794589399,10/11/2012,10
651,286,2012,8.185494316,15.01098973,0.476422343,4.849950553,10/12/2012,10
652,287,2012,8.272072555,14.90354432,0.478183936,4.905651013,10/13/2012,10
653,288,2012,8.359241201,14.79520895,0.479918448,4.961685054,10/14/2012,10
654,289,2012,8.446990573,14.68603375,0.481626031,5.018046952,10/15/2012,10
655,290,2012,8.535310988,14.57606805,0.483306839,5.074730981,10/16/2012,10
656,291,2012,8.624192765,14.46536064,0.48496104,5.131731394,10/17/2012,10
657,292,2012,8.713626216,14.3539586,0.486588867,5.189042349,10/18/2012,10
658,293,2012,8.803601652,14.24190709,0.488190568,5.246657982,10/19/2012,10
659,294,2012,8.894109384,14.12925088,0.48976639,5.304572429,10/20/2012,10
660,295,2012,8.985139721,14.01603473,0.491316584,5.362779825,10/21/2012,10
661,296,2012,9.076682977,13.90230342,0.492841396,5.421274307,10/22/2012,10
662,297,2012,9.168729415,13.78810101,0.494341089,5.480049997,10/23/2012,10
663,298,2012,9.261269125,13.67346881,0.49581598,5.539100965,10/24/2012,10
664,299,2012,9.354292148,13.55844739,0.497266398,5.598421269,10/25/2012,10
665,300,2012,9.447788528,13.44307736,0.498692676,5.658004966,10/26/2012,10
666,301,2012,9.541748279,13.32739839,0.500095155,5.717846108,10/27/2012,10
667,302,2012,9.636161286,13.21144557,0.501474239,5.77793872,10/28/2012,10
668,303,2012,9.731017317,13.0952492,0.502830389,5.838276808,10/29/2012,10
669,304,2012,9.826306116,12.97883866,0.504164078,5.898854375,10/30/2012,10
670,305,2012,9.922017428,12.8622433,0.50547578,5.959665421,10/31/2012,10
671,306,2012,10.018141,12.74549246,0.506765968,6.020703951,11/1/2012,11
672,307,2012,10.11466657,12.62861553,0.508035116,6.081963965,11/2/2012,11
673,308,2012,10.21158389,12.51164184,0.509283696,6.143439466,11/3/2012,11
674,309,2012,10.3088827,12.39460076,0.510512183,6.205124455,11/4/2012,11
675,310,2012,10.40655275,12.27752164,0.51172105,6.267012935,11/5/2012,11
676,311,2012,10.50458378,12.16043385,0.51291077,6.329098909,11/6/2012,11
677,312,2012,10.60296554,12.04336674,0.514081816,6.391376377,11/7/2012,11
678,313,2012,10.70168777,11.92634968,0.515234663,6.453839343,11/8/2012,11
679,314,2012,10.80074022,11.809412,0.516369782,6.516481808,11/9/2012,11
680,315,2012,10.90011262,11.69258309,0.517487648,6.579297774,11/10/2012,11
681,316,2012,10.99979473,11.57589229,0.518588733,6.642281243,11/11/2012,11
682,317,2012,11.0997763,11.45936895,0.519673513,6.705426219,11/12/2012,11
683,318,2012,11.20004706,11.34304245,0.520742458,6.768726702,11/13/2012,11
684,319,2012,11.30059675,11.22694214,0.521796044,6.832176694,11/14/2012,11
685,320,2012,11.40141514,11.11109737,0.522834743,6.895770199,11/15/2012,11
686,321,2012,11.50249195,10.9955375,0.523859029,6.959501217,11/16/2012,11
687,322,2012,11.60381694,10.88029046,0.524869377,7.023363797,11/17/2012,11
688,323,2012,11.70537996,10.76537708,0.525866268,7.087352213,11/18/2012,11
689,324,2012,11.80717127,10.65081107,0.52685019,7.151460976,11/19/2012,11
690,325,2012,11.90918121,10.53660476,0.527821629,7.215684648,11/20/2012,11
691,326,2012,12.01140014,10.42277044,0.528781073,7.280017844,11/21/2012,11
692,327,2012,12.11381842,10.30932044,0.529729006,7.34445541,11/22/2012,11
693,328,2012,12.21642657,10.19626575,0.530665907,7.408992312,11/23/2012,11
694,329,2012,12.31921577,10.08361084,0.531592248,7.473623835,11/24/2012,11
695,330,2012,12.42217807,9.971352492,0.53250848,7.538345666,11/25/2012,11
696,331,2012,12.52530628,9.859481237,0.533415042,7.603153837,11/26/2012,11
697,332,2012,12.62859334,9.747986355,0.534312368,7.668044452,11/27/2012,11
698,333,2012,12.73203221,9.636857129,0.535200893,7.733013613,11/28/2012,11
699,334,2012,12.83561585,9.52608284,0.536081052,7.798057424,11/29/2012,11
700,335,2012,12.93933721,9.415651759,0.536953278,7.863171987,11/30/2012,11
701,336,2012,13.04318924,9.305548121,0.537818006,7.928353406,12/1/2012,12
702,337,2012,13.14716489,9.195755151,0.53867567,7.993597782,12/2/2012,12
703,338,2012,13.25125712,9.086256071,0.539526705,8.05890122,12/3/2012,12
704,339,2012,13.35545889,8.977034107,0.540371546,8.124259822,12/4/2012,12
705,340,2012,13.45976313,8.868072482,0.541210627,8.18966969,12/5/2012,12
706,341,2012,13.56416281,8.759354421,0.542044382,8.255126929,12/6/2012,12
707,342,2012,13.66865089,8.650863147,0.542873246,8.32062764,12/7/2012,12
708,343,2012,13.7732203,8.542581886,0.543697652,8.386167927,12/8/2012,12
709,344,2012,13.87786402,8.434493861,0.544518037,8.451743893,12/9/2012,12
710,345,2012,13.98257498,8.326582297,0.545334834,8.51735164,12/10/2012,12
711,346,2012,14.08734615,8.218830417,0.546148477,8.582987272,12/11/2012,12
712,347,2012,14.19217047,8.111221446,0.546959401,8.648646891,12/12/2012,12
713,348,2012,14.29704092,8.00373861,0.547768025,8.71432674,12/13/2012,12
714,349,2012,14.40195046,7.896365138,0.54857471,8.780023622,12/14/2012,12
715,350,2012,14.5068921,7.789084263,0.5493798,8.84573448,12/15/2012,12
716,351,2012,14.61185919,7.681879523,0.550183624,8.91145641,12/16/2012,12
717,352,2012,14.71684646,7.57473568,0.550986441,8.977187123,12/17/2012,12
718,353,2012,14.82184901,7.467637802,0.551788496,9.042924483,12/18/2012,12
719,354,2012,14.92686234,7.360571592,0.552590013,9.108666522,12/19/2012,12
720,355,2012,15.03188344,7.253526037,0.55339114,9.174411945,12/20/2012,12
721,356,2012,15.13690974,7.146493753,0.554192007,9.240159625,12/21/2012,12
722,357,2012,15.24193864,7.039468105,0.554992744,9.305908432,12/22/2012,12
723,358,2012,15.34696797,6.932443562,0.55579346,9.371657427,12/23/2012,12
724,359,2012,15.45199729,6.82541902,0.556594176,9.437406421,12/24/2012,12
725,360,2012,15.55702662,6.718394477,0.557394892,9.503155416,12/25/2012,12
726,361,2012,15.66205595,6.611369935,0.558195608,9.568904411,12/26/2012,12
727,362,2012,15.76708527,6.504345393,0.558996323,9.634653406,12/27/2012,12
728,363,2012,15.8721146,6.39732085,0.559797039,9.700402401,12/28/2012,12
729,364,2012,15.97714393,6.290296308,0.560597755,9.766151396,12/29/2012,12
730,365,2012,16.08217325,6.183271765,0.561398471,9.831900391,12/30/2012,12
731,366,2012,16.18720258,6.076247223,0.562199187,9.897649386,12/31/2012,12
732,1,2013,18.73568978,6.886103925,0.743933923,9.077182905,1/1/2013,1
733,2,2013,18.62518159,6.84913369,0.737735065,9.018826322,1/2/2013,1
734,3,2013,18.51467339,6.812163454,0.731536207,8.960469738,1/3/2013,1
735,4,2013,18.4041652,6.775193219,0.725337349,8.902113155,1/4/2013,1
736,5,2013,18.293657,6.738222983,0.719138491,8.843756571,1/5/2013,1
737,6,2013,18.18314881,6.701252748,0.712939633,8.785399988,1/6/2013,1
738,7,2013,18.07264062,6.664282512,0.706740775,8.727043405,1/7/2013,1
739,8,2013,17.96213242,6.627312277,0.700541917,8.668686821,1/8/2013,1
740,9,2013,17.85162423,6.590342042,0.694343059,8.610330238,1/9/2013,1
741,10,2013,17.74111604,6.553371806,0.688144201,8.551973654,1/10/2013,1
742,11,2013,17.63060784,6.516401571,0.681945343,8.493617071,1/11/2013,1
743,12,2013,17.52009965,6.479431335,0.675746485,8.435260487,1/12/2013,1
744,13,2013,17.40959146,6.4424611,0.669547627,8.376903904,1/13/2013,1
745,14,2013,17.29908326,6.405490864,0.663348769,8.318547321,1/14/2013,1
746,15,2013,17.18857507,6.368520629,0.657149912,8.260190737,1/15/2013,1
747,16,2013,17.07806688,6.331550394,0.650951054,8.201834154,1/16/2013,1
748,17,2013,16.96755869,6.294582854,0.644752253,8.143477798,1/17/2013,1
749,18,2013,16.85705058,6.257633991,0.638553794,8.085122808,1/18/2013,1
750,19,2013,16.74654259,6.220732501,0.63235602,8.026770549,1/19/2013,1
751,20,2013,16.63603481,6.183909581,0.626159272,7.968422388,1/20/2013,1
752,21,2013,16.52552784,6.147198377,0.619963945,7.910079894,1/21/2013,1
753,22,2013,16.41502449,6.110639823,0.613770633,7.851745463,1/22/2013,1
754,23,2013,16.30452812,6.074278392,0.607579984,7.793421693,1/23/2013,1
755,24,2013,16.19404207,6.038164916,0.601392645,7.735111184,1/24/2013,1
756,25,2013,16.08356971,6.00235182,0.595209264,7.676816534,1/25/2013,1
757,26,2013,15.97311438,5.966891525,0.589030487,7.618540343,1/26/2013,1
758,27,2013,15.86267945,5.931836457,0.582856962,7.56028521,1/27/2013,1
759,28,2013,15.75226827,5.897239039,0.576689335,7.502053734,1/28/2013,1
760,29,2013,15.64188463,5.86315229,0.570528292,7.44384868,1/29/2013,1
761,30,2013,15.53153411,5.82963161,0.564374676,7.385673472,1/30/2013,1
762,31,2013,15.42122274,5.796732995,0.558229367,7.327531699,1/31/2013,1
763,32,2013,15.31095653,5.764512441,0.552093247,7.26942695,2/1/2013,2
764,33,2013,15.20074149,5.733025943,0.545967196,7.211362814,2/2/2013,2
765,34,2013,15.09058366,5.702329498,0.539852095,7.153342882,2/3/2013,2
766,35,2013,14.98048905,5.672479101,0.533748824,7.095370741,2/4/2013,2
767,36,2013,14.87046368,5.643530748,0.527658266,7.037449981,2/5/2013,2
768,37,2013,14.76051356,5.615540435,0.5215813,6.979584192,2/6/2013,2
769,38,2013,14.65064473,5.588564158,0.515518808,6.921776963,2/7/2013,2
770,39,2013,14.5408632,5.562657912,0.50947167,6.864031882,2/8/2013,2
771,40,2013,14.43117499,5.537877694,0.503440768,6.80635254,2/9/2013,2
772,41,2013,14.32158611,5.514279499,0.497426982,6.748742524,2/10/2013,2
773,42,2013,14.2121026,5.491919322,0.491431193,6.691205426,2/11/2013,2
774,43,2013,14.10273046,5.47085316,0.485454283,6.633744833,2/12/2013,2
775,44,2013,13.99347572,5.451137009,0.479497131,6.576364336,2/13/2013,2
776,45,2013,13.8843444,5.432826864,0.473560619,6.519067523,2/14/2013,2
777,46,2013,13.77534252,5.415978722,0.467645628,6.461857983,2/15/2013,2
778,47,2013,13.6664761,5.400648577,0.461753038,6.404739307,2/16/2013,2
779,48,2013,13.55775139,5.386890763,0.455883745,6.347715168,2/17/2013,2
780,49,2013,13.44917563,5.374752961,0.450038702,6.290789585,2/18/2013,2
781,50,2013,13.3407565,5.364281191,0.444218885,6.23396674,2/19/2013,2
782,51,2013,13.23250258,5.355521469,0.438425323,6.17725113,2/20/2013,2
783,52,2013,13.12442268,5.348519816,0.432659052,6.120647332,2/21/2013,2
784,53,2013,13.0165256,5.343320257,0.42692112,6.06415999,2/22/2013,2
785,54,2013,12.90882015,5.339958849,0.421212608,6.007794022,2/23/2013,2
786,55,2013,12.80131517,5.338469656,0.415534606,5.951554416,2/24/2013,2
787,56,2013,12.69401948,5.338886742,0.409888203,5.895446158,2/25/2013,2
788,57,2013,12.58694189,5.341244172,0.40427449,5.839474237,2/26/2013,2
789,58,2013,12.48009124,5.345573808,0.39869456,5.783643691,2/27/2013,2
790,59,2013,12.37347635,5.351898711,0.393149518,5.727959772,2/28/2013,2
791,60,2013,12.26710607,5.36023974,0.387640475,5.672427782,3/1/2013,3
792,61,2013,12.16098923,5.370617753,0.38216854,5.617053025,3/2/2013,3
793,62,2013,12.05513467,5.383053609,0.376734823,5.561840805,3/3/2013,3
794,63,2013,11.94955135,5.397565876,0.371340432,5.506796464,3/4/2013,3
795,64,2013,11.84424869,5.414163963,0.365986469,5.451925494,3/5/2013,3
796,65,2013,11.73923625,5.432854986,0.360674033,5.39723343,3/6/2013,3
797,66,2013,11.63452357,5.453646063,0.355404225,5.342725802,3/7/2013,3
798,67,2013,11.53012021,5.47654431,0.350178144,5.288408144,3/8/2013,3
799,68,2013,11.4260357,5.501556845,0.344996891,5.234285989,3/9/2013,3
800,69,2013,11.32227962,5.528690784,0.339861564,5.180364868,3/10/2013,3
801,70,2013,11.21886149,5.557953246,0.334773266,5.126650314,3/11/2013,3
802,71,2013,11.11579087,5.589351347,0.329733094,5.073147859,3/12/2013,3
803,72,2013,11.01307732,5.622892203,0.32474215,5.019863036,3/13/2013,3
804,73,2013,10.91073037,5.658582934,0.319801533,4.966801378,3/14/2013,3
805,74,2013,10.80875958,5.696430654,0.314912343,4.913968416,3/15/2013,3
806,75,2013,10.7071745,5.736442483,0.31007568,4.861369684,3/16/2013,3
807,76,2013,10.60598468,5.778625536,0.305292644,4.809010713,3/17/2013,3
808,77,2013,10.50519966,5.822984947,0.300564322,4.75689704,3/18/2013,3
809,78,2013,10.404829,5.869517916,0.295891747,4.705034217,3/19/2013,3
810,79,2013,10.30488225,5.918219659,0.291275939,4.653427798,3/20/2013,3
811,80,2013,10.20536895,5.969085392,0.286717918,4.60208334,3/21/2013,3
812,81,2013,10.10629866,6.022110329,0.282218704,4.551006397,3/22/2013,3
813,82,2013,10.00768092,6.077289688,0.277779317,4.500202526,3/23/2013,3
814,83,2013,9.909525283,6.134617033,0.273400776,4.44967728,3/24/2013,3
815,84,2013,9.811841299,6.194077738,0.269084085,4.399436206,3/25/2013,3
816,85,2013,9.714638482,6.255649178,0.264830172,4.349484808,3/26/2013,3
817,86,2013,9.617926347,6.31930569,0.260639931,4.299828566,3/27/2013,3
818,87,2013,9.521714402,6.385015803,0.256514177,4.250472905,3/28/2013,3
819,88,2013,9.426012133,6.452745287,0.252453687,4.201423217,3/29/2013,3
820,89,2013,9.330828923,6.52245467,0.248459157,4.152684827,3/30/2013,3
821,90,2013,9.236174136,6.594103175,0.24453126,4.104263041,3/31/2013,3
822,91,2013,9.142057095,6.667648938,0.240670651,4.056163141,4/1/2013,4
823,92,2013,9.048486974,6.743045755,0.236877894,4.008390323,4/2/2013,4
824,93,2013,8.955472908,6.820246336,0.233153533,3.960949758,4/3/2013,4
825,94,2013,8.863024035,6.899203391,0.229498112,3.913846617,4/4/2013,4
826,95,2013,8.771149489,6.97986886,0.225912175,3.867086072,4/5/2013,4
827,96,2013,8.679858408,7.062191585,0.222396266,3.820673294,4/6/2013,4
828,97,2013,8.589159927,7.146119637,0.218950927,3.774613456,4/7/2013,4
829,98,2013,8.499063183,7.231601087,0.215576702,3.728911728,4/8/2013,4
830,99,2013,8.409577312,7.318584005,0.212274136,3.683573281,4/9/2013,4
831,100,2013,8.320711449,7.407016462,0.209043772,3.638603288,4/10/2013,4
832,101,2013,8.232474732,7.496846529,0.205886154,3.594006921,4/11/2013,4
833,102,2013,8.144876296,7.588022275,0.202801825,3.549789349,4/12/2013,4
834,103,2013,8.057925277,7.680491621,0.199791329,3.505955746,4/13/2013,4
835,104,2013,7.971630812,7.774201881,0.196855209,3.462511283,4/14/2013,4
836,105,2013,7.886002037,7.869100216,0.19399401,3.41946113,4/15/2013,4
837,106,2013,7.801048088,7.965133791,0.191208275,3.37681046,4/16/2013,4
838,107,2013,7.716778007,8.062249904,0.18849852,3.3345644,4/17/2013,4
839,108,2013,7.633200459,8.160396398,0.18586515,3.292727899,4/18/2013,4
840,109,2013,7.550324014,8.259521522,0.183308515,3.251305816,4/19/2013,4
841,110,2013,7.468157231,8.359574933,0.180828852,3.210302822,4/20/2013,4
842,111,2013,7.386708666,8.460507888,0.178426371,3.169723542,4/21/2013,4
843,112,2013,7.305986877,8.562271977,0.17610128,3.129572601,4/22/2013,4
844,113,2013,7.226000422,8.664818789,0.173853788,3.089854624,4/23/2013,4
845,114,2013,7.146757853,8.768100476,0.171684076,3.050574185,4/24/2013,4
846,115,2013,7.068267715,8.872071441,0.169592209,3.01173565,4/25/2013,4
847,116,2013,6.99053855,8.976686649,0.167578222,2.973343332,4/26/2013,4
848,117,2013,6.913578898,9.081901065,0.16564215,2.935401545,4/27/2013,4
849,118,2013,6.837397301,9.187669656,0.16378403,2.897914605,4/28/2013,4
850,119,2013,6.762002299,9.293947386,0.162003897,2.860886825,4/29/2013,4
851,120,2013,6.687402306,9.40069005,0.160301758,2.824322462,4/30/2013,4
852,121,2013,6.61360523,9.507856765,0.158677501,2.788225544,5/1/2013,5
853,122,2013,6.540618848,9.615407479,0.157130987,2.752600042,5/2/2013,5
854,123,2013,6.468450939,9.723302136,0.155662074,2.717449927,5/3/2013,5
855,124,2013,6.397109282,9.831500685,0.154270623,2.682779169,5/4/2013,5
856,125,2013,6.326601655,9.93996307,0.152956493,2.648591739,5/5/2013,5
857,126,2013,6.256935839,10.04865024,0.151719544,2.614891609,5/6/2013,5
858,127,2013,6.188119611,10.15752711,0.150559634,2.581682748,5/7/2013,5
859,128,2013,6.120160749,10.26655963,0.149476625,2.548969128,5/8/2013,5
860,129,2013,6.053067034,10.37571371,0.148470375,2.51675472,5/9/2013,5
861,130,2013,5.986846244,10.48495528,0.147540744,2.485043494,5/10/2013,5
862,131,2013,5.921506157,10.59425028,0.146687592,2.453839421,5/11/2013,5
863,132,2013,5.857054553,10.70356462,0.145910778,2.423146472,5/12/2013,5
864,133,2013,5.79349921,10.81286423,0.145210162,2.392968617,5/13/2013,5
865,134,2013,5.730847906,10.92211504,0.144585603,2.363309828,5/14/2013,5
866,135,2013,5.669108422,11.03128299,0.144036961,2.334174076,5/15/2013,5
867,136,2013,5.608288535,11.14033398,0.143564096,2.30556533,5/16/2013,5
868,137,2013,5.548396025,11.24923396,0.143166868,2.277487563,5/17/2013,5
869,138,2013,5.489438669,11.35794885,0.142845135,2.249944744,5/18/2013,5
870,139,2013,5.431424088,11.46644559,0.14259873,2.222940775,5/19/2013,5
871,140,2013,5.374359265,11.57469517,0.142427376,2.196479278,5/20/2013,5
872,141,2013,5.318251021,11.68266961,0.142330768,2.170563806,5/21/2013,5
873,142,2013,5.26310618,11.79034091,0.142308599,2.145197911,5/22/2013,5
874,143,2013,5.208931565,11.89768108,0.142360567,2.120385147,5/23/2013,5
875,144,2013,5.155733834,12.00466304,0.142486338,2.096128993,5/24/2013,5
876,145,2013,5.103518982,12.11126333,0.142685478,2.072432643,5/25/2013,5
877,146,2013,5.052292841,12.21745939,0.142957525,2.049299216,5/26/2013,5
878,147,2013,5.002061073,12.32322948,0.14330199,2.026731762,5/27/2013,5
879,148,2013,4.952828495,12.42855591,0.143718262,2.00473296,5/28/2013,5
880,149,2013,4.904599079,12.53342491,0.1442056,1.983305124,5/29/2013,5
881,150,2013,4.857376624,12.6378235,0.144763243,1.962450494,5/30/2013,5
882,151,2013,4.811164934,12.74173872,0.145390427,1.942171311,5/31/2013,5
883,152,2013,4.765967808,12.84515757,0.146086388,1.922469813,6/1/2013,6
884,153,2013,4.721789047,12.94806709,0.146850362,1.903348242,6/2/2013,6
885,154,2013,4.678632454,13.05045429,0.147681588,1.884808836,6/3/2013,6
886,155,2013,4.636501828,13.1523062,0.1485793,1.866853836,6/4/2013,6
887,156,2013,4.595400971,13.25360983,0.149542737,1.849485481,6/5/2013,6
888,157,2013,4.555333683,13.35435221,0.150571134,1.832706012,6/6/2013,6
889,158,2013,4.516303767,13.45452037,0.151663728,1.816517669,6/7/2013,6
890,159,2013,4.478315023,13.55410164,0.152819756,1.800922691,6/8/2013,6
891,160,2013,4.441371252,13.65308463,0.154038454,1.785923318,6/9/2013,6
892,161,2013,4.405476255,13.75145827,0.155319059,1.77152179,6/10/2013,6
893,162,2013,4.370633834,13.84921149,0.156660808,1.757720348,6/11/2013,6
894,163,2013,4.336847789,13.94633322,0.158062937,1.744521231,6/12/2013,6
895,164,2013,4.304121921,14.04281239,0.159524684,1.731926679,6/13/2013,6
896,165,2013,4.272460032,14.13863793,0.161045283,1.719938932,6/14/2013,6
897,166,2013,4.241865922,14.23379876,0.162623973,1.708560229,6/15/2013,6
898,167,2013,4.212343209,14.32828377,0.164259973,1.697792733,6/16/2013,6
899,168,2013,4.183894772,14.42208161,0.165952433,1.687638289,6/17/2013,6
900,169,2013,4.156523309,14.51518091,0.167700488,1.678098666,6/18/2013,6
901,170,2013,4.130231514,14.60757026,0.169503271,1.669175631,6/19/2013,6
902,171,2013,4.105022083,14.6992383,0.171359915,1.660870952,6/20/2013,6
903,172,2013,4.080897714,14.79017335,0.17326954,1.653186318,6/21/2013,6
904,173,2013,4.057860914,14.88036242,0.175231192,1.646123019,6/22/2013,6
905,174,2013,4.035913445,14.96979101,0.177243846,1.639681949,6/23/2013,6
906,175,2013,4.01505688,15.05844433,0.179306462,1.633863922,6/24/2013,6
907,176,2013,3.995292603,15.14630718,0.181417989,1.628669671,6/25/2013,6
908,177,2013,3.976621248,15.23336272,0.183577324,1.624099611,6/26/2013,6
909,178,2013,3.959043259,15.31959371,0.185783352,1.620154076,6/27/2013,6
910,179,2013,3.942559078,15.40498288,0.188034959,1.616833401,6/28/2013,6
911,180,2013,3.92716915,15.48951301,0.190331029,1.61413792,6/29/2013,6
912,181,2013,3.912873919,15.57316683,0.192670447,1.612067967,6/30/2013,6
913,182,2013,3.899673828,15.65592709,0.1950521,1.610623877,7/1/2013,7
914,183,2013,3.887569322,15.73777596,0.19747487,1.609805984,7/2/2013,7
915,184,2013,3.876560844,15.8186932,0.199937644,1.609614622,7/3/2013,7
916,185,2013,3.866648839,15.89865801,0.202439307,1.610050126,7/4/2013,7
917,186,2013,3.857833749,15.97764956,0.204978744,1.611112831,7/5/2013,7
918,187,2013,3.850116019,16.05564703,0.207554839,1.61280307,7/6/2013,7
919,188,2013,3.843496093,16.1326296,0.210166479,1.615121178,7/7/2013,7
920,189,2013,3.837974415,16.20857647,0.212812547,1.618067489,7/8/2013,7
921,190,2013,3.833551427,16.2834668,0.215491929,1.621642338,7/9/2013,7
922,191,2013,3.830227575,16.35727978,0.21820351,1.625846059,7/10/2013,7
923,192,2013,3.828003303,16.42999459,0.220946176,1.630678987,7/11/2013,7
924,193,2013,3.826879053,16.50159041,0.22371881,1.636141455,7/12/2013,7
925,194,2013,3.82685527,16.57204642,0.226520299,1.642233799,7/13/2013,7
926,195,2013,3.827932398,16.64134181,0.229349527,1.648956352,7/14/2013,7
927,196,2013,3.83011088,16.70945576,0.232205379,1.656309449,7/15/2013,7
928,197,2013,3.833391161,16.77636681,0.235086741,1.664293425,7/16/2013,7
929,198,2013,3.837773684,16.84205096,0.237992497,1.672908613,7/17/2013,7
930,199,2013,3.843258893,16.90648357,0.240921533,1.682155349,7/18/2013,7
931,200,2013,3.849847228,16.96963944,0.243872733,1.692033886,7/19/2013,7
932,201,2013,3.857539112,17.031491,0.246844987,1.702544158,7/20/2013,7
933,202,2013,3.866334965,17.09201015,0.249837181,1.713686019,7/21/2013,7
934,203,2013,3.876235206,17.15116875,0.252848203,1.725459323,7/22/2013,7
935,204,2013,3.887240255,17.20893823,0.255876943,1.737863924,7/23/2013,7
936,205,2013,3.89935034,17.26528765,0.25892229,1.750899596,7/24/2013,7
937,206,2013,3.912564729,17.3201835,0.261983154,1.764565714,7/25/2013,7
938,207,2013,3.926881733,17.3735902,0.265058458,1.778861259,7/26/2013,7
939,208,2013,3.942299281,17.42547147,0.268147138,1.79378505,7/27/2013,7
940,209,2013,3.958814536,17.47578975,0.271248145,1.80933559,7/28/2013,7
941,210,2013,3.976424469,17.52450714,0.274360438,1.825511303,7/29/2013,7
942,211,2013,3.995126051,17.57158577,0.277482973,1.842310613,7/30/2013,7
943,212,2013,4.014916256,17.61698773,0.28061471,1.859731944,7/31/2013,7
944,213,2013,4.035792053,17.66067514,0.283754604,1.877773719,8/1/2013,8
945,214,2013,4.057750416,17.70261012,0.286901614,1.896434363,8/2/2013,8
946,215,2013,4.080788315,17.74275479,0.290054697,1.9157123,8/3/2013,8
947,216,2013,4.104902723,17.78107136,0.293212811,1.935605953,8/4/2013,8
948,217,2013,4.13009061,17.8175222,0.296374913,1.956113747,8/5/2013,8
949,218,2013,4.156348949,17.85207016,0.299539961,1.977234105,8/6/2013,8
950,219,2013,4.183674712,17.88467826,0.302706912,1.998965451,8/7/2013,8
951,220,2013,4.21206487,17.91530948,0.305874725,2.021306209,8/8/2013,8
952,221,2013,4.241516394,17.94392683,0.309042355,2.044254804,8/9/2013,8
953,222,2013,4.272026257,17.9704933,0.312208762,2.067809658,8/10/2013,8
954,223,2013,4.30359143,17.9949719,0.315372902,2.091969196,8/11/2013,8
955,224,2013,4.336208885,18.01732562,0.318533733,2.116731842,8/12/2013,8
956,225,2013,4.369875593,18.03751746,0.321690213,2.14209602,8/13/2013,8
957,226,2013,4.404588526,18.05551043,0.324841299,2.168060154,8/14/2013,8
958,227,2013,4.440344657,18.07126751,0.327985949,2.194622667,8/15/2013,8
959,228,2013,4.477140955,18.08475171,0.33112312,2.221781983,8/16/2013,8
960,229,2013,4.514974391,18.09592684,0.334251784,2.249536452,8/17/2013,8
961,230,2013,4.553841915,18.10475995,0.337370969,2.277884126,8/18/2013,8
962,231,2013,4.593740295,18.1112198,0.340479733,2.306822907,8/19/2013,8
963,232,2013,4.63466557,18.11527883,0.343577192,2.336350404,8/20/2013,8
964,233,2013,4.676613598,18.11691038,0.346662478,2.366464149,8/21/2013,8
965,234,2013,4.719580055,18.11608885,0.349734738,2.397161606,8/22/2013,8
966,235,2013,4.763559899,18.1127929,0.352793184,2.428439943,8/23/2013,8
967,236,2013,4.808547908,18.10700223,0.355837042,2.460296258,8/24/2013,8
968,237,2013,4.854538684,18.09869775,0.358865556,2.492727577,8/25/2013,8
969,238,2013,4.901526115,18.08786512,0.361878038,2.52573064,8/26/2013,8
970,239,2013,4.949503917,18.07449118,0.364873814,2.559302115,8/27/2013,8
